0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-6.9356,-1.521,3.9819,-2.3214,-3.0659,0.4402,3.2798,-0.1788,1.87,2.9718,1.0381,-0.3362,0.8367,0.4895,-2.8369
-1.1197,7.8776,-7.091,1.6058,2.5542,6.8133,6.7224,0.5119,2.6312,-0.6239,-2.5873,1.9385,2.8873,-0.067,-2.8325
-12.7185,-2.752,-3.0932,2.1543,-2.4796,1.9201,2.9805,-1.127,2.8506,-0.0113,-0.0104,-2.5078,-1.0449,-0.5504,0.4959
-10.5488,-8.0279,2.7426,0.1717,-5.3866,1.3541,-2.7044,6.11,1.6915,-0.4647,-0.066,4.6004,-1.6527,-1.0433,-0.0558
-5.5387,-10.2082,-1.0208,3.9828,-3.9354,-3.0468,4.601,5.1095,2.4388,-0.8112,1.2641,-0.5523,-3.1763,-2.1689,0.291
-7.3515,2.7852,-1.3616,2.0156,-3.0821,4.4203,4.2783,-0.3759,2.4035,0.5534,-0.5194,-0.3819,0.3838,-1.913,-0.4439
-7.6848,-10.3617,0.0735,-1.6272,2.4072,0.9994,-0.4908,2.041,3.3901,-3.5836,1.4679,-2.8059,-0.3717,3.6224,2.4651
-13.3693,-6.8399,-5.8357,1.5884,4.8181,4.0,1.5113,1.3812,3.5807,3.0891,-3.6273,4.2299,0.4403,3.6847,2.4082
-11.3339,-2.3322,-0.5878,1.2785,-2.9598,-0.1558,-3.6739,1.5754,5.7936,4.337,3.1269,-0.572,-2.3731,3.2605,1.1041
-5.4361,2.065,5.5524,-4.7005,-3.2686,0.2242,0.1988,-1.4113,3.4647,2.4588,1.1946,3.3843,1.9905,-0.6068,-0.8249
-11.3617,-9.6827,-2.084,1.3268,-1.9999,3.3209,-1.2508,-2.2598,-0.1518,-0.4692,2.1944,0.402,0.9881,-2.5531,-0.3149
-4.7043,6.9591,2.8599,-3.7717,-3.171,1.3008,4.8654,-2.8528,2.197,2.4923,2.4197,3.4095,-2.7654,-1.7374,-0.8091
18.2569,12.366,-4.7607,2.8733,2.474,-3.6436,1.548,-2.5832,1.6691,0.9895,-0.9134,-5.0914,0.1599,-0.1698,-2.2928
20.784,-12.3942,7.6088,-0.2909,0.6552,-0.6363,1.181,-1.9613,1.2245,-1.6021,-0.892,0.4902,-0.7762,-0.4276,1.141
23.6239,-4.1952,5.9573,1.7781,2.6534,0.4491,-1.6852,-0.7499,1.9069,0.5475,0.3033,-1.3264,-0.4291,-1.3909,-0.7478
27.8138,3.0602,2.2155,0.8042,1.4689,-3.7764,0.256,-0.1082,-0.6603,-0.0945,3.811,1.391,-1.4232,1.6033,-0.3304
14.3981,4.1169,-3.3258,2.6314,2.8247,0.2864,-1.8553,0.6209,1.7545,1.2193,1.5102,0.4889,2.8136,1.4193,0.6953
18.4109,1.5974,3.5895,-0.4282,0.9326,0.583,-2.0173,-0.7505,2.8399,0.8127,0.5666,1.2411,-0.1537,0.4701,-0.5289
21.1118,0.8927,-0.3077,3.8508,0.9599,-3.2366,-1.6698,1.2689,1.595,-1.3657,-1.2641,1.1635,-2.2248,-0.2685,-0.0783
17.2118,10.5103,0.2208,0.0253,0.367,2.0583,-1.4865,-0.8132,1.3524,1.951,-1.0189,-1.2384,-1.5338,0.5016,-0.7453
8.2145,10.0016,-3.921,0.8483,0.0237,0.0219,-2.3265,-4.7106,2.0944,-0.4047,0.1166,-3.9453,-1.5309,-0.1203,-1.9091
9.2695,-0.8051,-4.9772,5.4796,1.143,-2.7614,-2.0623,3.3527,2.2983,1.0178,-1.7733,-2.4211,-3.1428,0.5529,-1.1839
17.0133,-2.7776,1.4735,2.7772,2.5481,1.7069,-2.6175,-1.1868,4.2708,1.1568,-1.7635,1.5517,1.0529,-1.25,3.6631
4.9532,-0.7181,-4.1492,4.659,-2.3175,1.3563,0.6657,3.2344,0.0318,0.8951,0.1784,-0.3342,-0.1485,1.0853,-0.6614
13.7124,2.1456,1.1638,2.0772,0.9879,-2.0899,-1.1434,-0.7503,-0.3013,0.6747,0.3963,-0.0742,0.2411,-0.3401,0.4722
16.9627,0.7411,3.8764,0.2562,-3.737,0.818,-2.6806,-1.1035,1.9452,0.0463,0.8137,-0.0292,-0.3522,-1.3733,2.2338
12.0498,14.3077,-3.003,0.174,-0.9556,3.0698,-4.8378,-0.5103,1.0945,-1.0194,-0.0818,-0.0909,-1.7479,-0.3035,-3.3624
20.6717,-9.4025,-5.6005,8.0909,5.9713,-0.1058,-2.9934,-5.9687,-0.1375,-1.6147,2.5623,0.983,-1.1889,1.235,0.0244
24.7894,-8.7739,4.4311,2.0249,2.1701,1.1913,-0.673,0.5025,1.0457,-0.2424,3.6398,0.7563,0.2438,0.2909,-1.3424
-0.2041,-14.3158,5.6016,-1.8899,-4.5059,3.6348,-2.2127,-0.8746,1.4361,1.2011,-0.1834,-2.6755,0.4156,-4.3045,1.0291
-2.0065,-6.6867,-3.1975,0.725,-2.0929,1.3498,-3.7288,-0.3922,-2.5582,-0.238,-2.1749,-1.9136,-0.7486,-0.6999,-0.6813
-1.4209,-14.4313,-1.8637,0.9105,2.5054,1.2586,-0.5889,-1.7416,2.9366,-1.617,-0.8411,2.1196,1.6211,0.0057,-1.9406
-16.8367,-9.3203,-3.0301,2.9654,0.1859,4.1188,1.9054,-3.237,0.0259,-2.9033,1.7861,1.6831,2.3652,0.1261,-1.6059
-23.2412,-3.7357,-4.1762,0.38,-0.4524,-1.2082,-4.5438,1.5162,3.5929,-2.1715,1.7373,6.1936,1.3832,1.1534,-1.4276
-6.8784,-2.0457,1.6318,-2.889,-3.1585,5.5382,1.8741,-0.7564,-0.5988,-2.7406,1.4734,1.8789,-3.0698,-1.7146,0.0573
-3.3344,0.7213,-1.7054,-0.9704,-2.5237,1.5904,-0.7512,-4.3242,0.8986,3.6033,3.2424,-3.8664,-0.1272,0.7974,-0.0202
-18.6627,-8.8829,-1.436,0.5418,-1.4352,-2.9408,-4.988,-2.2537,3.2359,-0.9462,4.1626,-3.6199,-0.2565,-0.7855,2.0606
-8.0814,-3.1989,-5.7592,4.54,-2.2291,-3.1877,-0.5473,0.2933,-1.0586,-3.4838,1.5206,0.8683,-3.0497,-0.8256,-2.1819
-9.4265,-8.0402,-0.0747,-3.1244,4.553,-3.8724,2.8723,3.9458,3.1494,1.5414,-0.0254,-1.0531,-2.0017,-0.3651,-0.4706
-14.1151,13.7854,-4.538,-1.7553,-2.529,-4.7249,-1.5875,0.9822,2.3486,1.9993,0.5486,0.8383,-2.3242,-1.849,-0.3707
-14.3428,2.4248,-0.796,-2.6945,-0.7872,3.8729,-5.3976,-0.499,1.8071,-1.3359,0.9236,1.1548,-2.5586,0.9246,-3.7596
-7.3646,2.8267,2.8906,-4.8134,-1.5549,6.015,5.6635,1.8425,1.6451,1.1009,2.3096,3.022,-0.0036,-0.5093,-1.7914
-7.9698,4.1161,-1.1763,1.757,-3.4085,-4.7538,3.8248,0.6443,1.6875,0.1577,0.1525,1.4555,-0.7138,-2.485,0.786
-11.4213,14.0757,32.187,3.4521,-0.4634,5.4544,2.6511,-0.5219,-0.545,-1.1322,3.2426,0.0854,0.6326,0.2844,-0.2429
16.2053,11.1753,-0.7304,-2.2776,-2.5612,0.7576,-3.5361,1.707,-1.2909,-0.0689,2.308,0.4737,0.7727,1.1091,-1.7908
18.9386,9.9587,-0.7998,1.6109,-0.0633,0.5658,-2.9892,-1.9345,3.3568,0.0646,0.5626,0.7888,2.7743,-0.197,1.3561
15.5169,-6.6872,4.2076,-1.7089,0.4429,-0.5789,0.2358,-0.3249,-0.3013,-1.9003,0.3122,2.5406,-1.2445,3.1004,0.0878
19.7778,-12.5649,3.5645,1.7569,0.4922,2.4125,-1.6112,-3.1676,-2.3352,-0.8735,-0.0222,2.3646,-0.8183,-0.0259,1.5297
21.0447,7.8144,6.9815,-4.1617,-0.076,0.6835,-2.6833,1.742,-1.0258,1.8961,1.7619,3.2209,-0.0401,-2.314,0.921
22.7301,0.7016,3.5286,1.231,2.4805,-2.8758,-4.1658,2.5306,0.9325,-2.7209,3.0543,2.5113,-0.8539,-0.9015,-0.824
10.3096,6.7332,-2.3285,-2.6885,5.6464,1.0092,0.1406,2.942,3.2781,-3.8377,1.8507,-0.406,-0.5085,0.9193,2.2208
11.733,6.1372,-5.6881,2.9082,3.8685,2.6319,-1.5962,-3.758,0.4973,-0.4439,0.7096,-1.7608,0.9054,-1.8247,0.8928
17.4747,4.1388,2.746,-0.8805,1.7374,2.6766,-2.4151,1.6765,-2.5274,2.1198,4.0634,1.1042,2.1082,-2.4435,-0.1142
-7.7353,-6.7293,1.7648,-2.984,0.4217,-1.7236,-0.8317,-0.5404,2.8825,-0.7136,-0.8225,1.9755,-2.8981,-1.9534,0.5105
21.1531,13.8295,-2.6719,-0.5395,1.7775,2.5728,-1.2388,-0.9046,-1.0249,-0.6672,4.1528,-0.4879,1.6956,-2.1391,0.949
21.1123,2.5635,-2.0295,2.6795,2.2948,-2.2134,-1.4792,-1.5831,-1.8267,-0.5702,1.5743,3.3098,-1.5638,1.5767,-3.785
-15.8669,-2.9984,-0.9623,-3.0076,3.3462,2.0553,-0.4944,0.0532,3.9824,-0.0717,-1.1278,-1.1049,1.2941,0.7052,1.1165
-5.519,10.4072,-6.3751,2.3787,-2.9615,-2.9066,-0.4785,3.6612,0.0631,1.2416,-0.1092,-0.3338,-1.5637,3.2638,-3.5714
-9.3052,6.1531,-7.3948,3.6086,0.201,-8.0032,2.0163,-2.7743,-0.4692,-0.2259,-0.9714,-1.3159,-1.9826,0.0812,2.3702
0.0061,3.6195,-5.6407,-0.6442,-5.0164,-1.2339,-1.6889,0.6682,-1.6515,-3.0729,1.2327,-1.2107,2.7406,2.4752,-1.0725
-3.7258,-3.5951,6.829,-2.5776,-8.6567,-1.5829,1.187,2.3833,-1.1819,-0.9337,0.0701,-2.673,-1.6692,-0.8835,1.2013
-5.4353,23.1812,-5.9037,-3.4807,-4.8673,5.2703,-6.0763,-1.7585,-0.345,-2.7807,-5.3571,0.6119,0.1555,-3.3292,-0.7815
8.6461,0.7005,-0.9442,-3.2888,-2.3936,-0.4434,2.0699,-2.6238,-1.9514,-3.8577,1.8428,0.4914,0.0028,1.4654,-0.8637
-8.3207,2.7029,-2.9512,-3.126,-3.7771,-2.8469,-2.1956,-1.491,-2.9894,-1.742,-0.6601,-1.0379,-1.947,0.8561,-0.4011
-15.5377,4.6112,27.3564,11.1141,1.2693,-2.5399,0.6645,0.2773,-0.8218,-5.1017,-2.6112,-2.7521,0.1147,-0.6491,-3.7677
7.9464,-2.1664,1.0413,2.0645,-2.4871,0.656,5.8772,-0.7697,0.9548,1.3736,-1.953,-0.9601,-1.4787,-1.1549,-2.1949
0.722,-13.5337,-1.3445,-2.0486,7.0855,1.1031,2.3728,0.7666,-0.6161,-2.2956,-3.589,-3.3157,1.2574,-2.8972,-1.4317
-8.5657,-10.9677,-0.2065,-2.3883,4.6496,-5.3014,-3.3684,-3.4451,-0.1704,2.1025,-1.9306,-4.5985,2.1448,-0.803,-2.3118
-2.242,-0.9858,0.4467,-4.2627,2.6865,-4.1567,3.1277,0.0126,0.2793,-1.0197,-2.7619,0.0396,0.7407,-1.2692,-2.1345
-0.8599,-8.0956,4.9348,-4.4677,-5.2205,-4.243,-2.5454,2.4934,1.7943,-2.9642,-4.6931,-0.9038,2.5317,1.0447,-0.6442
14.3274,-4.6808,4.8928,-2.9232,-8.3074,-3.6093,1.0967,0.9548,-3.1988,-1.7998,-1.7925,-0.49,0.0414,1.5401,-1.1485
13.5814,2.2334,2.3036,-2.2584,-8.2325,1.5869,-1.2553,1.9345,-0.672,-1.6778,-1.5397,-3.7906,-2.2449,-2.0272,2.0907
-9.5604,0.7199,2.707,-5.8549,-1.0505,2.6454,-2.3406,-4.4009,-2.2836,2.4821,1.3607,-2.7369,0.5097,1.5781,1.8119
-2.298,-2.0542,4.8761,-3.4414,0.6011,-1.4549,0.2694,-5.7742,0.5351,1.7553,-2.0255,3.1844,1.3376,-1.3888,2.4878
1.0705,-5.4444,-3.2592,-1.0196,-2.72,-2.0338,-0.303,0.4099,-4.2013,-2.3885,-1.978,-1.0638,0.8137,0.6958,-3.2044
-10.5487,-13.7696,1.4123,-1.1941,1.6057,0.4366,-4.6997,-1.2644,-2.1148,0.3951,-0.2226,0.586,-1.0885,-2.5165,-0.1767
-2.7247,-4.0121,-3.3907,0.6489,2.2526,-5.2084,1.1672,-3.3089,-3.6781,0.9402,-3.5181,1.2554,1.526,-0.9783,2.7753
-1.4042,9.4717,-0.787,-1.8928,-2.7375,-4.4054,1.7231,-2.0694,-0.2208,0.5384,-1.9793,1.3564,-1.8561,-2.2308,0.0001
-7.8685,-6.2669,4.6268,-9.9273,1.2006,0.282,-2.9333,1.7173,-0.3566,-4.7047,0.7717,-0.196,-0.4804,0.9362,2.7839
5.2761,-12.5991,5.0406,-6.8547,-1.3149,-5.3667,-0.5281,-4.1022,-2.4439,1.1442,-0.1707,3.2728,1.0066,2.2519,-1.1721
-2.2478,-3.7415,1.734,-1.403,0.9006,-0.3271,1.8525,-2.7541,-4.3139,0.0947,0.0422,1.5654,-0.7602,-1.3061,2.7614
-12.5786,-4.0162,-8.2721,4.0757,4.7912,0.9437,-4.5959,0.7819,-3.3158,-0.1245,-2.0335,-0.4449,-4.687,0.6295,0.5914
15.8739,8.4694,-9.4884,6.3067,-0.3481,4.2515,2.4278,7.8307,-5.6736,0.4712,-2.8542,-0.6742,-0.4572,-1.03,0.6291
6.9528,5.6882,-2.1137,1.587,-2.275,2.4344,1.0551,3.2291,-0.2129,1.3674,-2.5488,1.5156,2.0192,-1.3245,1.25
5.8222,-1.81,0.2027,0.8439,-4.3791,-5.3143,4.1094,3.6081,0.3788,0.3155,1.5035,1.2711,1.9884,0.0405,-1.03
-3.6078,-10.2129,-0.1324,2.7318,-2.8615,-0.663,1.178,1.1499,1.0392,3.0828,0.7736,2.8834,1.2901,1.9468,-1.5295
-23.8787,16.0734,22.1825,8.6953,4.0351,-2.2358,-4.1437,0.3551,-2.411,2.0986,-0.6965,-1.0543,-0.4411,0.6265,1.1143
-4.5942,8.4115,-1.252,-2.0341,0.4441,-4.2036,3.3514,-0.9599,-1.6797,0.1421,1.182,1.1945,0.5449,-1.2737,-0.1298
-18.3615,-0.5793,-2.938,-0.2745,0.269,-5.1399,-0.1355,0.3788,1.4603,-0.9299,0.3769,1.0532,-0.7966,-0.1727,-0.4214
-16.7348,8.0962,-8.4243,-0.1669,1.5239,-4.0648,5.7716,2.4951,0.0866,1.4141,-1.4353,2.5718,4.3771,-1.4704,0.2705
-12.4944,3.7237,-4.9027,1.9486,-4.6554,0.9432,-2.2741,-1.0068,2.2289,-0.142,-0.6725,1.7522,-0.7848,0.8001,2.7293
-5.4656,1.326,-1.0918,-2.9279,3.2121,-1.5344,0.6169,0.2154,-1.1905,2.9007,-0.6103,0.8568,-2.3684,-0.0638,-0.5947
-8.7368,3.7244,-4.07,0.4548,-2.8548,-2.3516,-2.0441,1.3552,1.0494,0.0163,-1.6502,-1.6773,-0.2534,-1.4596,-1.8083
3.5398,-10.7213,-0.2482,2.4355,-1.6911,0.2721,-1.771,4.2063,1.8193,5.7504,-2.0164,0.126,-2.0034,3.7231,-0.2997
-4.948,10.072,-3.0023,-4.0757,0.7557,-4.4335,-0.5983,-2.956,-0.8653,1.9999,-1.7233,-0.2041,-3.4818,1.2355,-2.2977
9.7565,0.3331,-3.5117,-0.4028,-4.6794,-3.7446,0.2543,-0.0848,-4.1324,-0.0091,0.9966,1.729,3.87,3.206,2.9548
2.376,2.9291,-3.2398,3.5827,-4.4982,1.028,-0.2698,2.6264,-0.0181,-0.0866,0.8032,-0.5611,0.6267,-0.2007,1.4594
3.7866,2.8763,-0.6055,-3.3837,-8.6976,1.6441,-2.475,0.8006,-2.6885,-1.1232,-1.7482,-0.6007,0.154,4.7941,2.2345
-3.9667,-6.7711,-2.9865,3.2304,-4.1993,3.2874,-0.1032,3.1205,-2.6407,-0.0681,0.5765,-0.2554,2.3284,0.4316,-2.426
-13.8755,11.7482,-10.0839,1.9223,1.177,-1.3503,1.9084,1.3843,-4.1117,-0.5148,1.4603,1.8579,0.8424,-0.842,-0.4541
7.6268,1.8472,-8.6054,2.7109,-3.301,-1.9199,5.7914,3.3024,-2.7855,0.6461,1.5853,-0.7704,1.5401,5.3681,4.3953
1.4797,11.0354,-3.7125,-1.8356,-2.9479,1.7298,4.1455,-3.1418,-3.6513,0.8088,0.8414,1.5548,2.0659,-0.5681,-1.8411
-3.4834,1.4138,-0.7106,-11.334,9.6099,0.4027,3.5876,2.9669,0.0854,-6.3355,2.6001,-1.812,0.5556,2.9499,-1.1449
-9.3481,9.3108,0.86,-10.2008,1.112,-4.1584,3.0383,-3.167,1.8934,-1.0343,3.5601,-0.0605,-1.3191,0.7549,0.9926
3.7264,-1.9896,-0.428,-1.3253,0.5994,-0.3854,3.468,-1.4549,-2.1996,0.6415,-0.536,-0.6939,-1.679,0.1117,2.0041
-0.6201,-9.3832,3.489,1.5376,5.6423,1.8169,5.2186,3.1061,-2.4886,7.3119,-1.2384,0.8212,-1.7179,0.7845,-1.7578
6.2398,-1.3957,4.7432,-4.8523,0.1265,-0.0604,-0.2266,-1.8932,0.3027,3.2486,-2.163,0.6654,-1.8888,0.6307,1.9836
1.8493,-11.4066,0.9392,-2.3452,5.8148,2.2116,0.1011,0.6393,1.1765,0.7137,-1.1143,-0.7378,0.1222,0.3986,-2.8396
1.5046,-8.2054,2.3364,-4.6663,-0.8764,-2.0836,-2.3987,-0.1393,-2.2151,-0.4156,-1.0161,0.6011,-0.5117,-0.8245,-3.1215
-12.2611,10.6779,-4.4056,-1.8106,5.6348,6.577,-0.0052,2.953,-1.8134,3.2309,-1.6828,1.0112,-0.7165,3.0501,-2.7457
1.608,-7.8897,-2.6513,3.0102,1.3164,-0.0648,1.0802,-1.7969,-2.8803,0.7065,-3.5604,-1.3893,-1.602,0.3976,-1.6236
-4.0298,6.011,2.1371,-7.0676,-0.9582,4.8909,-1.9224,0.6042,-2.7323,0.5516,1.0534,-1.1445,1.2319,-2.1872,-2.6953
-0.3127,-10.2777,4.5346,-4.0121,-1.8957,-2.8956,-2.9326,0.2333,-1.4984,2.6299,-0.6143,1.0137,2.2756,-3.0298,0.8221
-5.4528,-2.6259,-3.089,1.5204,-1.8628,1.6768,-4.0305,-3.2375,-0.6657,0.3643,-2.1369,-0.8637,-0.1281,-0.3386,0.4152
-3.4639,-2.2169,-2.7048,-0.8048,0.5381,1.5544,1.8359,-1.8118,-4.609,1.3495,-0.8153,-1.0786,2.2719,-0.0194,1.1733
-1.3331,-14.5206,2.7088,-2.139,-0.9338,4.4391,1.0676,2.9126,-3.0152,-3.8459,1.0544,-0.6759,-1.6869,3.9833,-1.2901
9.2871,-2.052,1.9708,1.0937,-2.9937,7.7524,-3.1477,-1.4559,0.2812,-1.5674,-5.6628,2.7783,-0.1452,3.4048,2.0523
0.8851,-5.5195,2.8116,-4.2722,3.5674,-4.503,0.2539,4.4567,0.0566,1.4495,-0.6324,0.9669,-2.108,-2.2801,0.7876
1.8034,0.1128,-1.0454,-1.4631,-0.4304,3.2704,-4.0496,0.1627,-4.5411,2.5459,-1.3156,-0.0433,1.4435,0.636,0.3875
-21.7868,19.151,-11.3485,-1.6034,7.5183,4.5008,-4.3029,-2.161,0.048,0.0928,-0.2338,-0.3067,-2.3293,0.8565,-0.3015
-7.2858,11.1121,-4.4351,-1.3676,-5.0591,-0.468,0.323,-2.1254,1.8535,0.7024,0.3027,-4.3627,2.1705,2.3715,0.9566
0.1999,-0.7176,-2.9055,1.1034,-3.589,1.8191,-0.6105,0.8272,-4.5622,1.7737,2.6616,-1.5757,-0.3834,0.6901,-1.4425
-0.5752,-3.7146,-1.1414,3.0465,-4.413,-0.1705,0.3577,-1.56,0.4591,0.8676,3.1732,-3.0488,-1.5506,1.4482,1.0931
2.7927,3.7811,-4.621,3.0653,2.3067,-1.2586,5.0569,-5.1629,-3.7371,-2.0696,-1.6482,1.2449,0.6739,-0.0675,0.4006
-7.721,-0.4024,-8.0581,1.8216,4.9141,-0.29,2.2381,-0.4456,0.9099,-2.1675,-1.7764,-0.4223,2.3447,1.7254,1.3854
-0.3505,-5.4143,-5.3936,2.5418,0.1095,-7.9186,3.4763,-1.2701,-1.7188,-0.7024,-0.3077,-0.5686,-1.2156,1.0135,2.355
-14.7273,1.7177,0.3579,-7.9623,3.7755,-0.8586,0.5037,2.7775,-2.15,1.283,2.0321,-1.6634,0.2002,0.5252,0.0732
-18.1439,1.0897,-5.6674,-4.1994,6.9503,-0.2906,1.3581,4.1947,0.6793,-4.7149,0.2065,-2.0808,0.047,-0.2657,0.805
-18.2083,2.5747,-5.362,-4.2917,7.9688,0.1734,-0.3438,0.4815,1.1517,-0.8372,-0.3083,-0.3441,3.0445,1.0298,-0.1214
-16.4023,18.6629,30.6165,4.373,-0.6921,-0.6557,2.0362,2.266,-1.7165,-0.4775,-0.3916,2.0558,0.0324,1.6321,-0.1689
-20.8209,4.9362,28.355,6.8391,1.7788,-2.4376,-2.3859,0.7469,0.5784,-1.6574,-1.3545,-0.9625,1.5044,2.8691,0.7508
-5.2568,-0.0564,0.2078,-2.8453,1.8438,2.5522,1.1116,-3.8217,2.9374,4.2179,-0.3345,0.0027,0.7598,3.9891,-3.3098
-25.0284,9.9245,25.6819,5.484,5.4881,-1.4329,-0.1997,-2.2849,-1.227,0.0178,-1.1237,-0.6058,1.5427,0.0644,2.175
20.9201,1.931,3.9217,0.1788,1.1544,-1.5739,-0.7767,0.8333,-1.7645,2.0739,0.867,0.8362,1.0706,0.7734,0.1738
1.0693,-1.1741,7.0736,-7.0269,4.1107,7.541,5.438,3.798,-1.5906,0.9657,1.6124,-2.7855,-3.3226,-0.9923,4.8294
-6.3159,-6.9357,0.3502,-0.7987,5.0717,2.4643,1.7507,-2.9297,-4.1626,-0.7231,2.6399,1.0464,-1.5557,-2.5779,2.2709
10.4207,8.5929,3.299,-4.0127,4.5659,1.5913,2.4606,3.8737,1.0326,-0.5441,1.5609,-0.1644,-3.7533,-0.9118,1.962
-4.3022,8.7222,-8.012,-0.2954,-1.2356,-2.8142,3.1403,-1.3322,-3.3285,-0.2382,2.2444,-1.7868,-0.641,0.7355,-0.3611
-16.1358,-0.5583,-6.0691,2.4864,3.6157,-2.4556,-0.1482,3.9295,0.3454,-0.1286,-1.0403,0.0587,2.8172,-4.0427,0.2197
-19.8204,4.4753,-5.5972,0.8617,-1.3678,-0.0965,-3.6903,1.8861,-0.1726,-0.6207,0.3569,2.1404,1.1498,-0.7514,2.6038
7.9738,11.0466,-5.1917,-1.6204,-4.9278,3.8034,1.315,-2.2011,3.3377,-3.4145,-5.2234,0.1264,1.3322,0.8361,2.185
-14.3007,-1.3119,-3.3007,-2.9107,0.5225,0.512,-6.831,0.7346,0.0095,4.6814,0.3195,-1.0201,3.1671,0.6084,1.8429
-11.2802,0.4065,-3.4765,-2.8639,0.7801,-4.7228,-3.6834,0.3003,-3.3208,-1.4251,-1.9321,0.7974,0.5117,-1.942,0.899
20.1331,3.6368,-3.2728,2.4649,5.4044,-3.8624,-1.9141,-1.4088,-0.2543,-1.1583,1.1712,-0.1699,-0.1012,0.0505,-0.1548
28.8411,-4.8564,7.6461,-0.5448,3.1042,-2.2969,0.2281,-3.7475,0.8295,1.2927,0.2709,0.8326,-1.3424,-1.7578,-1.0593
15.6359,13.0052,-1.5845,0.2502,1.6147,-0.3786,-1.8603,1.493,2.2133,0.0167,-0.3285,-0.9316,0.3805,-1.8008,0.9169
13.9827,-2.7185,-1.9155,2.763,2.8092,0.439,-3.3664,3.8673,1.2027,-0.4613,-0.7465,-1.6784,3.1389,0.0553,0.9577
17.4524,-1.5135,3.477,-0.0355,2.1633,-2.3986,-0.195,3.7983,4.558,-2.8475,-4.2907,-0.0932,1.1105,0.2539,0.5304
20.0084,3.741,3.1519,-0.7671,0.8994,-1.6065,-0.1748,6.6789,-0.8402,0.7783,2.9874,-1.9513,2.8072,-1.7707,0.5899
25.3693,-2.8485,-2.3174,2.8749,5.1473,-2.3293,-0.6055,1.4369,-0.1679,-1.4752,1.0123,-0.2445,4.892,0.4969,-1.3033
4.4552,-13.3952,2.8688,-2.3243,0.4432,3.334,-3.8262,4.8864,-2.0718,4.1936,-2.6288,-1.4759,1.2936,-1.9811,-0.06
5.5575,-16.6986,7.8943,-3.3998,-2.7331,-0.4366,0.3031,0.8486,-0.9325,0.7672,-1.0433,-0.2956,-0.9641,0.418,-1.5441
